ID,Film_Date,Published_Date,Tags_Count
2257,23-04-2016,10-08-2016,20
2258,27-06-2016,11-08-2016,19
2259,19-09-2015,12-08-2016,14
2260,29-06-2016,15-08-2016,21
2261,06-11-2015,16-08-2016,18
2262,27-06-2016,17-08-2016,19
2263,29-06-2016,18-08-2016,13
2264,24-09-2015,19-08-2016,9
2265,20-05-2016,22-08-2016,10
2266,08-09-2013,23-08-2016,15
2267,27-06-2016,24-08-2016,9
2268,28-06-2016,25-08-2016,15
2269,18-11-2015,26-08-2016,13
2270,29-06-2016,29-08-2016,8
2271,17-10-2015,30-08-2016,15
2272,16-02-2016,31-08-2016,8
2273,29-06-2016,01-09-2016,12
2274,29-06-2016,02-09-2016,5
2275,02-11-2015,06-09-2016,8
2276,19-02-2016,07-09-2016,22
2277,24-04-2016,08-09-2016,15
2278,16-02-2016,09-09-2016,6
2279,18-05-2016,12-09-2016,18
2280,01-11-2015,13-09-2016,13
2281,28-06-2016,14-09-2016,21
2282,17-02-2016,15-09-2016,16
2283,26-06-2016,16-09-2016,11
2284,07-09-2016,19-09-2016,13
2285,23-01-2016,20-09-2016,10
2286,02-11-2015,21-09-2016,14
2287,18-05-2016,22-09-2016,15
2288,29-06-2016,23-09-2016,16
2289,07-09-2016,26-09-2016,13
2290,01-06-2016,27-09-2016,19
2291,18-05-2016,28-09-2016,20
2292,26-06-2016,29-09-2016,17
2293,27-06-2016,30-09-2016,11
2294,27-06-2016,03-10-2016,18
2295,07-09-2016,04-10-2016,11
2296,24-04-2016,05-10-2016,13
2297,26-06-2016,06-10-2016,9
2298,02-05-2016,07-10-2016,14
2299,16-02-2016,08-10-2016,7
2300,30-06-2016,10-10-2016,9
2301,30-06-2016,11-10-2016,9
2302,18-11-2015,12-10-2016,13
2303,18-05-2016,13-10-2016,9
2304,07-11-2015,14-10-2016,13
2305,29-06-2016,17-10-2016,14
2306,18-11-2015,18-10-2016,13
2307,29-06-2016,19-10-2016,17
2308,15-04-2016,20-10-2016,13
2309,07-09-2016,21-10-2016,7
2310,15-09-2016,24-10-2016,13
2311,10-09-2016,25-10-2016,25
2312,13-11-2015,26-10-2016,9
2313,06-02-2016,27-10-2016,15
2314,16-02-2016,28-10-2016,6
2315,24-05-2016,29-10-2016,15
2316,29-06-2016,31-10-2016,13
2317,14-11-2015,01-11-2016,12
2318,15-09-2016,02-11-2016,9
2319,28-06-2016,03-11-2016,9
2320,19-02-2016,04-11-2016,7
2321,28-10-2016,04-11-2016,11
2322,28-10-2016,08-11-2016,10
2323,02-11-2016,08-11-2016,23
2324,12-07-2016,11-11-2016,13
2325,04-11-2015,11-11-2016,7
2326,27-10-2016,15-11-2016,11
2327,29-06-2016,16-11-2016,16
2328,21-10-2016,16-11-2016,14
2329,02-11-2015,18-11-2016,11
2330,29-01-2015,19-11-2016,11
2331,27-10-2016,22-11-2016,13
2332,26-06-2016,23-11-2016,23
2333,10-09-2016,24-11-2016,14
2334,28-06-2016,28-11-2016,12
2335,27-10-2016,29-11-2016,18
2336,15-04-2016,01-12-2016,8
2337,05-10-2016,01-12-2016,7
2338,15-09-2016,03-12-2016,4
2339,27-10-2016,06-12-2016,22
2340,22-10-2015,07-12-2016,8
2341,02-05-2015,08-12-2016,15
2342,27-10-2016,09-12-2016,11
2343,18-06-2016,10-12-2016,11
2344,19-09-2015,13-12-2016,13
2345,29-06-2016,14-12-2016,20
2346,10-09-2016,14-12-2016,18
2347,02-11-2015,15-12-2016,12
2348,27-10-2016,17-12-2016,7
2349,29-09-2016,20-12-2016,17
2350,28-10-2016,20-12-2016,17
2351,14-11-2015,21-12-2016,13
2352,28-10-2016,22-12-2016,13
2353,04-09-2016,23-12-2016,16
2354,15-11-2016,03-01-2017,13
2355,28-10-2016,05-01-2017,14
2356,02-11-2015,06-01-2017,11
2357,08-10-2016,07-01-2017,14
2358,15-11-2015,10-01-2017,14
2359,15-11-2016,11-01-2017,11
2360,19-11-2016,11-01-2017,18
2361,19-08-2016,13-01-2017,24
2362,27-10-2016,14-01-2017,18
2363,27-06-2016,18-01-2017,15
2364,27-10-2016,18-01-2017,17
2365,24-05-2016,19-01-2017,16
2366,17-09-2016,21-01-2017,15
2367,31-10-2015,24-01-2017,24
2368,26-10-2016,25-01-2017,17
2369,15-11-2016,26-01-2017,4
2370,15-04-2016,27-01-2017,14
2371,26-10-2016,28-01-2017,20
2372,15-02-2016,30-01-2017,23
2373,15-04-2016,31-01-2017,12
2374,05-11-2016,02-02-2017,11
2375,30-11-2016,03-02-2017,16
2376,19-11-2016,04-02-2017,20
2377,09-04-2016,06-02-2017,16
2378,26-10-2016,07-02-2017,11
2379,15-11-2016,08-02-2017,14
2380,25-10-2013,09-02-2017,15
2381,14-02-2016,10-02-2017,18
2382,26-10-2016,14-02-2017,18
2383,16-03-2015,14-02-2017,4
2384,25-06-2016,15-02-2017,4
2385,26-01-2017,16-02-2017,19
2386,24-04-2016,17-02-2017,9
2387,15-11-2016,18-02-2017,25
2388,15-02-2017,20-02-2017,22
2389,26-10-2016,22-02-2017,11
2390,05-03-2016,23-02-2017,21
2391,15-11-2016,23-02-2017,14
2392,26-10-2016,24-02-2017,11
2393,19-11-2016,27-02-2017,13
2394,13-12-2016,01-03-2017,13
2395,26-01-2017,02-03-2017,11
2396,26-10-2016,02-03-2017,14
2397,01-11-2015,03-03-2017,5
2398,22-10-2016,04-03-2017,9
2399,15-02-2017,07-03-2017,18
2400,26-10-2016,07-03-2017,15
2401,26-10-2016,08-03-2017,15
2402,19-11-2016,10-03-2017,14
2403,06-02-2016,11-03-2017,12
2404,30-11-2016,13-03-2017,16
2405,15-02-2016,14-03-2017,17
2406,26-10-2016,15-03-2017,14
2407,24-09-2015,16-03-2017,11
2408,15-02-2016,17-03-2017,4
2409,21-10-2016,17-03-2017,10
2410,23-01-2016,20-03-2017,11
2411,26-10-2016,21-03-2017,9
2412,14-11-2015,22-03-2017,13
2413,29-11-2016,23-03-2017,17
2414,15-02-2017,24-03-2017,11
2415,03-12-2016,27-03-2017,13
2416,26-10-2016,28-03-2017,21
2417,21-10-2016,29-03-2017,16
2418,03-07-2016,30-03-2017,16
2419,15-02-2016,31-03-2017,4
2420,30-11-2016,31-03-2017,16
2421,28-05-2015,03-04-2017,14
2422,01-03-2017,04-04-2017,21
2423,19-11-2016,04-04-2017,14
2424,22-10-2016,05-04-2017,13
2425,30-11-2016,06-04-2017,11
2426,08-03-2017,07-04-2017,12
2427,21-10-2016,10-04-2017,13
2428,12-02-2017,11-04-2017,20
2429,26-01-2017,12-04-2017,6
2430,13-12-2016,13-04-2017,12
2431,01-12-2012,14-04-2017,15
2432,08-03-2017,17-04-2017,14
2433,14-10-2016,18-04-2017,5
2434,15-02-2017,19-04-2017,12
2435,30-11-2016,20-04-2017,14
2436,22-01-2016,21-04-2017,14
2437,11-02-2017,24-04-2017,11
2438,10-11-2016,25-04-2017,13
2439,25-04-2017,26-04-2017,21
2440,24-04-2017,28-04-2017,16
2441,24-04-2017,29-04-2017,12
2442,24-04-2017,01-05-2017,26
2443,07-04-2017,02-05-2017,10
2444,24-04-2017,03-05-2017,16
2445,11-02-2017,04-05-2017,16
2446,24-04-2017,05-05-2017,8
2447,30-11-2016,08-05-2017,14
2448,24-04-2017,09-05-2017,14
2449,24-04-2017,10-05-2017,16
2450,05-11-2016,12-05-2017,17
2451,24-04-2017,13-05-2017,16
2452,24-04-2017,15-05-2017,17
2453,30-11-2016,16-05-2017,17
2454,24-04-2017,17-05-2017,12
2455,05-11-2016,18-05-2017,12
2456,24-04-2017,19-05-2017,11
2457,24-04-2017,22-05-2017,9
2458,08-02-2017,23-05-2017,10
2459,24-04-2017,24-05-2017,17
2460,21-10-2016,25-05-2017,18
2461,24-04-2017,26-05-2017,6
2462,06-02-2016,29-05-2017,14
2463,24-04-2017,30-05-2017,11
2464,13-12-2016,31-05-2017,9
2465,24-04-2017,01-06-2017,15
2466,15-02-2016,02-06-2017,3
2467,08-03-2017,02-06-2017,4
2468,24-04-2017,05-06-2017,12
2469,08-03-2017,06-06-2017,10
2470,22-10-2016,07-06-2017,10
2471,24-04-2017,08-06-2017,8
2472,24-04-2017,09-06-2017,17
2473,24-04-2017,12-06-2017,9
2474,24-04-2017,13-06-2017,13
2475,05-03-2016,14-06-2017,12
2476,30-11-2016,15-06-2017,16
2477,08-03-2017,16-06-2017,5
2478,24-04-2017,16-06-2017,28
2479,24-04-2017,19-06-2017,20
2480,24-04-2017,20-06-2017,17
2481,08-03-2017,21-06-2017,5
2482,19-11-2016,22-06-2017,9
2483,24-04-2017,23-06-2017,7
2484,24-04-2017,10-07-2017,7
2485,24-04-2017,11-07-2017,10
2486,24-04-2017,12-07-2017,8
2487,02-03-2014,13-07-2017,8
2488,24-04-2017,14-07-2017,7
2489,24-04-2017,17-07-2017,8
2490,24-04-2017,18-07-2017,6
2491,29-09-2016,19-07-2017,6
2492,24-04-2017,20-07-2017,4
2493,13-12-2016,21-07-2017,6
2494,24-04-2017,24-07-2017,6
2495,24-04-2017,25-07-2017,11
2496,24-04-2017,26-07-2017,5
2497,30-11-2016,27-07-2017,13
2498,24-04-2017,28-07-2017,12
2499,24-04-2017,31-07-2017,4
2500,24-04-2017,01-08-2017,6
2501,24-04-2017,02-08-2017,8
2502,08-03-2017,03-08-2017,6
2503,24-04-2017,04-08-2017,5
2504,24-04-2017,07-08-2017,7
2505,30-11-2016,08-08-2017,11
2506,24-04-2017,09-08-2017,7
2507,08-07-2017,10-08-2017,8
2508,24-04-2017,11-08-2017,5
2509,24-04-2017,11-08-2017,12
2510,24-04-2017,14-08-2017,10
2511,24-04-2017,15-08-2017,7
2512,21-10-2016,16-08-2017,7
2513,24-04-2017,16-08-2017,6
2514,24-04-2017,17-08-2017,9
2515,09-02-2017,18-08-2017,7
2516,24-04-2017,18-08-2017,8
2517,24-04-2017,21-08-2017,6
2518,24-04-2017,22-08-2017,6
2519,29-09-2016,23-08-2017,6
2520,24-04-2017,23-08-2017,7
2521,24-04-2017,24-08-2017,12
2522,24-04-2016,25-08-2017,10
2523,24-04-2017,25-08-2017,5
2524,08-10-2016,28-08-2017,10
2525,24-04-2017,29-08-2017,5
2526,24-05-2016,30-08-2017,6
2527,24-04-2017,30-08-2017,6
2528,23-04-2017,31-08-2017,12
2529,08-06-2016,01-09-2017,11
2530,24-04-2015,01-09-2017,10
2531,24-04-2017,05-09-2017,13
2532,18-06-2016,06-09-2017,5
2533,24-04-2017,06-09-2017,11
2534,24-04-2017,07-09-2017,13
2535,07-04-2017,08-09-2017,5
2536,27-08-2017,08-09-2017,6
2537,08-07-2017,11-09-2017,5
2538,24-04-2017,12-09-2017,6
2539,11-11-2016,13-09-2017,7
2540,27-08-2017,13-09-2017,5
2541,20-07-2017,14-09-2017,10
2542,19-02-2017,15-09-2017,4
2543,27-08-2017,15-09-2017,10
2544,24-04-2017,18-09-2017,13
2545,27-08-2017,19-09-2017,10
2546,06-06-2017,20-09-2017,8
2547,24-04-2017,20-09-2017,9
2548,24-04-2017,21-09-2017,9
2549,08-07-2017,22-09-2017,7
2550,24-04-2017,22-09-2017,9
